age;bmi;plz;secret
29;15.54;9087;3
98;11.6;8633;6
20;26.98;7317;6
69;12.84;6101;8
61;26.13;2318;5
79;25.58;5678;2
97;30.26;1786;3
4;12.81;4233;6
3;12.41;4602;2
23;28.56;2559;6
39;13.54;7489;8
2;30.97;2062;1
90;20.1;4461;4
70;15.17;1983;7
5;13.7;4132;9
7;14.64;5374;9
85;17.26;2200;5
24;28.76;8235;6
90;30.06;1679;7
4;23.69;2535;0
72;22.27;4679;8
21;11.94;8035;6
36;18.16;9827;5
66;11.16;6116;1
2;28.97;6614;6
52;24.0;2054;6
17;22.03;5264;1
66;18.12;3425;5
30;12.75;7918;4
94;16.74;1590;3
44;14.56;9215;9
38;16.18;9449;8
96;27.84;8575;9
99;19.33;3901;3
34;23.44;9765;9
3;17.15;1710;8
97;28.43;3547;8
83;28.43;4706;2
2;28.05;3483;3
43;19.46;2529;10
9;12.09;9221;9
82;13.42;7337;9
18;16.05;7811;10
43;11.63;7196;10
1;13.0;8886;6
8;25.89;6058;4
92;20.86;3756;8
72;22.54;5558;7
88;18.48;1751;1
58;25.16;2039;5
18;24.86;2358;10
45;18.79;2513;0
90;29.31;6992;6
41;18.21;2497;5
41;11.47;5442;3
13;16.75;5911;1
20;22.34;9337;2
51;20.48;7488;4
96;29.91;9163;2
40;20.85;4372;8
77;14.93;3688;2
54;16.18;6868;10
63;30.96;9825;9
7;29.47;2509;4
83;10.69;8275;6
22;12.46;9907;4
90;30.25;7499;4
99;14.01;1062;2
6;25.96;5848;4
89;30.04;4071;4
41;21.66;2912;9
25;28.72;7445;8
36;18.7;6400;5
47;19.72;9453;3
3;29.2;1129;3
20;20.56;9201;1
50;24.08;1928;7
59;30.4;8377;1
25;14.02;8524;3
75;21.9;4864;7
22;24.42;6734;2
28;29.94;6650;2
14;24.88;9523;2
51;22.27;6738;9
28;25.91;7748;5
67;19.5;5987;3
59;14.75;8647;3
27;12.86;2083;1
98;16.66;9401;2
33;10.77;9082;6
19;26.93;7328;6
26;25.12;3206;9
52;26.53;6524;7
59;23.67;7850;8
32;26.19;1021;7
72;27.16;1972;6
96;26.24;6782;8
51;30.92;4327;4
93;15.54;1089;3
34;24.16;4218;4
96;12.34;8150;1
90;28.08;5724;9
52;28.94;4986;4
96;16.62;4579;9
6;15.4;7918;7
82;29.49;7151;8
78;10.69;9217;0
11;15.68;5223;3
88;21.09;2733;9
28;21.67;2492;7
48;11.74;6581;6
87;21.12;2002;4
77;24.49;2176;4
41;10.58;9944;5
99;20.66;8210;4
55;14.61;5504;2
35;18.23;6373;1
73;26.4;8719;4
99;27.6;4882;8
64;20.58;2521;5
55;29.94;6146;8
100;12.13;7404;4
97;16.8;7123;5
67;14.24;6428;3
61;30.46;1192;2
7;26.72;5476;8
79;24.19;6600;4
28;23.33;2969;4
39;17.42;4805;2
43;17.03;5485;6
0;18.5;7287;1
20;14.04;2953;5
82;11.55;3624;9
65;30.29;8393;5
37;15.46;4927;2
46;12.57;8362;1
61;18.31;2925;1
54;16.46;5575;5
5;15.49;9277;8
50;10.9;4371;7
100;28.38;8940;10
32;28.97;7979;8
97;27.52;5631;5
51;24.21;8772;4
94;25.37;6723;8
29;15.49;8944;4
93;21.3;4136;8
69;16.49;3314;9
18;11.34;1034;10
70;28.02;2183;4
84;28.77;1395;0
72;19.86;3452;7
85;18.69;7776;9
6;22.95;5424;10
69;27.03;2842;4
12;16.96;1003;7
91;13.79;9454;3
60;17.58;4209;7
72;12.29;2419;8
89;17.16;9217;4
12;17.9;5176;8
28;25.49;9355;8
24;23.4;5025;6
98;21.82;7752;5
91;14.95;6685;2
81;12.41;7577;9
66;20.45;6260;5
9;15.29;8066;0
66;13.57;2933;4
31;29.95;7768;5
24;27.91;5944;8
26;13.1;9714;2
3;21.95;5680;2
1;12.84;7439;3
97;27.81;5931;4
77;30.77;5058;7
58;29.96;9638;2
49;26.97;9825;1
22;12.45;5700;9
89;25.81;9885;1
46;30.14;6644;5
5;13.0;6141;5
51;18.23;9239;9
95;12.46;7439;8
49;24.92;4368;4
55;22.8;8509;7
0;24.97;2708;5
17;23.53;8357;6
16;30.67;9063;4
41;14.32;3037;8
19;25.28;6388;4
85;13.92;6019;9
12;26.08;3841;5
14;13.45;7562;8
28;22.53;7418;8
40;10.37;2813;0
56;23.28;7991;6
92;23.22;4553;9
73;30.83;2816;5
62;13.86;3796;5
9;20.32;5828;9
77;27.0;5672;8
53;24.56;4283;9
86;22.13;9284;0
51;13.4;1578;5
76;12.08;9498;3
65;15.97;9296;6
43;14.98;1833;2
3;16.44;6804;3
83;24.21;9911;1
16;19.33;5980;4
91;17.67;4147;4
47;14.44;9856;0
65;11.51;5631;0
57;17.11;7275;4
70;22.01;5383;5
84;29.13;3863;3
1;14.38;6427;4
87;22.74;1878;3
43;27.63;3376;0
95;13.4;5765;0
35;18.77;4473;2
70;19.37;6475;1
69;24.96;5267;10
33;26.12;7867;7
84;29.43;5379;1
30;16.28;7759;9
51;14.3;9045;7
24;25.64;1443;2
42;16.53;6369;0
57;23.22;5732;10
27;29.67;6498;0
100;27.67;4860;5
60;19.25;7128;6
89;16.36;9789;2
32;30.78;3075;3
32;28.95;1753;4
13;17.81;3804;9
7;11.33;1094;8
98;30.63;5157;2
9;22.2;9721;3
38;25.33;6674;0
5;22.73;9735;5
31;28.41;6239;5
6;28.9;5067;5
73;11.25;4965;9
72;25.74;5166;4
27;30.96;3521;5
98;13.32;5072;5
48;23.56;9343;7
52;14.29;9436;1
60;26.44;4412;6
69;24.41;6299;10
92;16.53;5553;3
15;19.22;5701;8
10;25.73;9438;3
68;29.94;8438;9
94;24.36;3729;9
1;13.08;6523;5
66;13.91;3069;9
48;20.5;2184;3
60;19.16;7851;5
85;26.89;7450;2
69;11.49;1950;1
68;15.75;6650;2
46;10.03;8879;8
7;27.53;1389;6
24;24.82;3042;1
68;25.46;7815;1
79;15.38;6033;3
23;28.11;4253;3
58;22.08;7175;2
4;17.91;9506;1
47;24.33;6737;9
25;21.97;6406;3
49;29.57;5514;7
71;11.06;3420;9
90;20.42;9729;2
82;23.63;7383;7
91;22.6;5427;3
70;24.0;6675;7
50;15.34;2823;4
47;17.38;3400;4
41;20.58;1275;3
66;25.22;9399;10
23;19.0;6839;3
84;12.91;4146;7
97;18.77;2596;3
3;14.18;7856;9
76;19.58;8182;1
65;29.41;2365;4
53;19.23;7220;7
92;15.73;1603;6
63;25.99;9597;6
88;18.83;8720;6
96;24.42;4772;3
67;18.69;4186;8
1;15.29;5565;5
60;11.61;3438;3
76;25.0;6103;8
15;16.4;8868;1
53;26.45;3881;9
100;12.51;7251;3
9;13.29;4121;6
62;12.47;3896;6
66;12.12;7871;9
14;13.95;6113;6
64;11.91;5536;4
48;23.33;5797;8
16;25.8;8783;6
89;11.46;4202;7
81;23.08;3013;6
51;25.15;7217;8
12;19.91;1834;9
52;10.59;2716;5
69;14.14;9239;8
97;23.49;5790;9
1;21.33;3416;0
49;14.96;7942;10
37;12.71;4395;9
24;25.26;1541;5
39;22.82;1962;5
0;26.83;1122;8
9;28.0;8542;1
29;28.53;3330;1
57;20.91;8979;5
64;28.7;9593;2
63;18.87;4418;9
72;19.6;3824;5
94;21.67;7727;8
79;19.45;4724;2
61;24.01;3138;8
64;29.87;8512;8
30;24.95;2073;1
17;10.63;9127;5
6;23.81;5315;4
3;11.01;6246;1
79;18.53;7999;4
14;14.14;3657;1
79;27.4;6082;2
2;21.98;2826;0
87;13.66;1264;10
11;11.12;7705;2
9;17.37;3526;7
66;24.27;5116;5
87;27.59;5740;1
74;17.28;4262;0
29;14.7;6039;5
58;10.0;5192;6
63;23.47;2893;9
23;24.33;2279;1
58;22.27;7071;10
13;11.3;5033;9
64;28.24;8939;4
36;16.96;6809;10
64;25.68;3793;9
41;22.5;5238;3
34;18.83;9145;1
76;12.84;9431;4
65;19.63;1179;2
81;13.6;7288;9
90;28.43;5802;6
74;10.21;3467;7
7;28.53;5988;3
42;24.58;6835;1
13;21.09;4355;6
46;21.51;1471;2
73;26.79;6164;3
96;14.95;9527;8
92;28.26;5189;2
69;14.54;5521;1
75;21.24;3139;3
57;25.18;1877;9
76;11.8;5580;5
81;23.66;6779;5
81;12.3;2551;3
9;30.36;7653;5
81;30.84;7304;5
50;21.64;9847;4
17;12.26;3874;10
29;21.67;9317;3
8;30.15;7407;9
57;24.4;5402;7
4;26.26;2450;9
50;11.22;8987;5
10;16.37;3633;1
58;19.45;3624;7
78;27.45;8441;6
21;12.61;8445;8
74;23.7;1017;2
52;22.27;6899;9
43;20.82;6183;4
11;28.81;2671;9
56;26.51;6131;10
33;19.35;7313;6
97;17.19;2457;8
8;15.87;9422;4
21;19.35;4499;0
46;18.15;4433;6
0;11.95;6162;7
56;21.93;4332;4
39;22.95;6663;2
27;25.72;2867;9
18;20.84;6908;10
97;28.95;9063;6
95;26.57;5416;0
48;29.34;3117;10
98;15.53;2011;3
48;11.88;3982;5
48;24.31;1692;9
43;10.67;8209;2
31;21.34;4402;7
74;15.5;2870;9
97;29.86;4615;7
47;25.0;5612;4
39;30.59;8945;7
10;28.65;6179;8
8;17.17;1214;4
1;20.04;9946;8
45;15.2;2668;6
70;23.18;8309;7
46;28.5;8291;7
87;13.73;8967;8
82;27.88;5397;9
5;21.32;9434;3
60;19.48;3952;0
21;11.65;6343;4
73;24.6;1309;9
56;12.71;9350;7
83;18.5;4301;3
70;10.45;3715;1
50;27.62;8889;7
45;25.83;5869;6
77;23.12;1790;6
39;13.84;7539;4
51;30.81;5800;9
68;28.19;2242;2
94;21.82;3730;4
77;29.59;2219;8
53;14.55;1163;4
23;22.84;1120;2
92;25.76;4465;8
48;16.18;2019;9
79;17.88;7744;4
44;15.66;7550;7
55;15.88;3701;7
26;20.39;6266;1
47;26.25;8556;2
67;10.98;9501;7
67;25.98;3501;1
57;12.52;6333;5
88;21.53;3366;1
98;24.94;3436;4
4;15.23;6437;1
41;17.59;3912;9
11;15.62;4622;6
25;22.26;6405;9
69;23.58;1402;7
83;28.19;9067;9
32;15.3;5271;10
16;17.68;5189;6
44;11.58;4582;4
59;24.27;4577;2
52;12.71;4013;8
73;16.79;8965;6
89;25.19;7089;7
60;26.57;7060;2
3;12.0;2440;10
71;16.66;3012;8
59;23.96;4755;0
49;26.02;4387;3
33;18.72;5604;4
45;13.7;5958;0
69;13.15;6586;9
84;30.78;7876;1
73;23.31;3484;7
71;29.41;1049;1
68;28.27;8372;6
69;10.26;7774;8
28;10.32;9867;9
90;17.34;6966;1
70;24.57;7963;5
69;19.73;7524;3
62;24.77;1141;2
27;18.96;4670;5
92;17.93;3702;7
40;11.95;6316;9
0;12.18;2497;5
56;11.72;3782;2
51;25.69;7519;9
41;18.37;6425;7
27;30.85;2034;7
51;26.97;1003;4
58;27.91;5186;3
46;17.4;4833;8
5;27.72;3289;9
95;23.2;6065;5
83;22.5;3228;2
48;25.17;9635;10
81;28.46;4664;6
70;29.01;4717;10
14;16.9;4999;8
59;20.42;4733;2
22;17.21;9267;8
97;20.46;7250;7
83;29.55;1417;8
0;28.89;2313;4
32;20.52;6666;5
74;26.14;7051;2
86;27.86;7861;0
93;20.74;7606;7
5;27.98;3052;10
47;29.63;6702;2
74;23.09;7717;9
33;30.59;8439;0
53;11.94;5310;5
87;15.7;8101;1
41;17.65;5103;0
76;27.57;3067;3
67;15.03;8498;8
4;23.81;7130;1
71;25.37;2240;8
95;28.89;7790;6
68;21.74;9247;7
59;30.43;6348;8
93;28.09;4983;2
56;26.54;3855;6
77;23.76;4559;6
14;27.7;5233;8
91;26.29;7024;1
62;10.45;8150;9
75;16.46;7518;3
86;14.76;8443;4
22;26.1;2242;7
21;14.79;2172;8
93;21.05;3420;4
35;17.57;2620;7
88;15.22;2720;2
74;29.75;2790;4
82;16.87;3798;4
56;21.36;5236;8
20;22.27;3923;0
53;20.39;9284;1
17;25.49;4872;1
2;15.47;9958;5
13;18.1;9531;0
100;21.07;2180;6
78;20.82;7900;7
16;13.97;4063;7
69;26.49;3436;1
6;21.91;7359;9
71;11.99;6939;2
100;20.62;8381;0
99;13.8;8399;2
26;14.78;4962;3
21;15.43;2524;7
72;11.5;9274;3
32;29.99;1866;4
2;20.36;2568;7
3;10.51;9750;0
80;30.15;3151;9
73;23.69;8445;4
68;22.8;7170;10
55;15.5;2263;8
1;27.29;5018;5
82;13.54;4540;2
61;11.3;8426;6
16;21.1;3670;3
87;23.02;7562;5
91;17.54;8655;4
11;13.4;4700;8
55;23.18;6848;5
3;13.71;3273;2
46;23.89;1841;4
48;25.2;4387;5
21;18.21;4673;9
15;12.23;2098;6
95;13.58;6822;6
73;17.19;7026;4
87;13.86;1652;2
64;21.99;4130;9
81;24.57;6268;1
53;26.1;4691;7
16;23.23;1969;6
93;18.24;3838;8
1;15.83;1733;3
89;28.34;8175;8
8;11.34;5440;5
57;10.25;3324;8
66;24.79;1754;5
91;25.45;3455;2
90;14.24;6878;4
91;26.68;3119;1
12;19.75;6607;6
32;16.13;4943;1
74;21.26;3371;5
57;13.85;2016;6
31;24.71;3226;4
23;12.3;3022;5
55;30.07;4961;3
51;14.27;1436;6
46;23.08;1781;5
45;25.71;8366;1
88;11.73;8248;4
88;26.95;9828;1
1;28.89;1419;4
15;14.62;8551;5
95;27.59;9389;5
44;22.05;6607;3
3;20.88;6656;0
7;11.04;3441;9
61;25.25;7019;2
89;15.31;5122;9
71;23.02;8942;9
7;18.96;6868;3
49;17.24;8575;7
56;23.79;3171;7
46;26.96;9877;9
21;30.22;1092;5
9;22.89;8531;8
16;18.38;5533;8
2;18.9;9589;8
17;21.33;1553;6
12;14.82;6046;2
89;30.67;6054;1
15;16.42;9776;2
26;25.95;2395;8
66;27.68;3524;8
54;25.59;5752;8
43;20.66;8902;2
67;20.32;5291;2
67;19.5;8573;5
98;12.3;8471;3
58;20.52;3060;7
38;10.32;1043;2
26;21.28;7889;4
65;25.96;7559;3
84;17.21;5987;2
32;15.5;7466;8
36;18.16;7541;8
46;11.8;4086;7
95;16.78;2749;4
14;23.76;6067;1
10;13.89;9166;7
59;20.88;7101;10
20;22.03;3575;3
20;11.0;6999;8
62;15.87;7581;2
85;14.33;2416;6
1;13.34;4364;1
34;15.35;3808;6
58;14.42;5295;6
84;21.19;2431;6
58;13.04;2338;1
67;24.46;2455;1
11;29.71;3443;9
67;30.75;1492;5
16;12.53;8367;2
22;22.3;3135;4
45;26.88;9618;5
52;28.5;3285;9
32;24.94;6449;5
66;17.1;2374;0
1;24.79;4122;3
73;18.55;7764;1
83;21.72;8849;8
80;18.71;1913;7
20;10.05;4127;2
77;21.74;7115;5
57;15.59;4400;2
20;18.14;1876;3
57;23.56;5236;3
70;18.08;4257;1
5;27.47;2465;5
54;21.56;9727;1
79;10.4;2969;6
51;12.02;4372;9
97;10.79;6059;9
14;23.41;6503;4
90;10.3;8647;8
95;20.96;1981;6
33;16.8;8629;7
20;13.0;9846;7
48;27.27;1194;9
32;18.64;4041;8
66;23.21;9993;2
19;25.22;4309;5
99;29.96;8344;3
62;11.76;3589;5
74;24.85;1946;7
97;14.8;4450;2
7;30.21;6760;7
70;29.45;7416;9
47;18.66;9021;1
13;26.53;3213;6
4;19.16;5564;8
90;15.0;5279;2
26;19.71;8907;1
90;21.17;8093;4
28;23.72;2777;3
48;29.41;2141;8
46;13.53;7035;7
39;18.28;7586;2
94;20.5;8168;3
67;21.28;9956;9
43;23.51;8819;1
46;20.72;7425;2
40;12.12;2015;5
51;13.4;3484;8
58;30.54;2060;3
76;25.06;6100;10
12;24.05;5271;0
27;23.76;6639;4
12;28.77;8004;8
50;23.71;4163;8
25;11.72;4650;5
64;25.27;7877;7
69;17.67;7569;9
40;29.96;6822;4
58;24.21;7113;3
58;17.84;6116;0
72;25.02;8226;0
33;10.61;6311;0
30;26.24;3270;8
88;13.2;2691;3
76;24.43;4045;3
12;30.72;2559;1
12;18.69;6189;3
36;27.1;6850;0
43;30.63;4391;6
13;11.79;3628;10
12;27.44;8119;4
87;26.23;5274;9
39;26.32;9796;6
89;17.1;1451;6
98;12.79;3621;6
82;29.5;8142;9
90;24.88;2476;5
57;24.54;8346;1
1;25.08;2605;7
57;17.09;5229;0
47;27.53;1017;8
55;16.52;5817;6
52;29.0;1788;3
39;14.81;7533;3
5;11.39;3721;2
71;19.37;8145;8
95;16.04;9048;5
20;28.28;7949;3
24;21.96;5106;2
90;18.92;2252;9
36;16.7;8200;1
88;26.33;9463;8
19;23.62;9072;8
11;14.47;2368;5
74;22.75;3678;6
44;26.36;8398;5
44;22.4;7224;9
87;11.93;7966;9
60;19.27;5625;7
72;18.8;9179;8
40;30.8;7859;5
25;29.46;4494;3
43;10.84;4893;1
89;14.55;3144;1
85;11.01;3110;3
12;21.18;2384;10
40;10.34;5461;9
57;15.6;5889;8
6;16.99;4747;8
11;23.43;1855;8
98;22.06;1752;7
74;24.51;4640;4
96;21.07;9147;8
71;30.02;4989;8
75;29.33;4368;1
16;19.2;9173;7
79;23.41;3914;0
10;27.16;7607;6
17;18.45;1733;0
73;29.45;3758;1
100;13.93;2670;4
17;30.31;2416;9
52;28.24;6142;9
30;10.86;2641;3
49;28.1;4495;8
20;28.66;6951;2
77;25.74;8728;10
36;30.42;6568;10
14;13.24;8535;0
75;15.63;3797;1
73;17.67;9836;2
27;18.56;8834;6
71;19.7;7268;7
28;10.9;4599;1
96;29.98;3300;3
31;21.86;1375;4
96;13.44;7930;8
90;21.58;8356;7
12;29.14;9144;3
33;22.18;3389;10
26;13.6;5597;8
82;15.81;2498;5
99;26.53;6179;3
16;25.47;8997;9
22;19.45;2437;3
5;24.5;2254;6
93;19.61;3021;8
61;10.99;2439;8
5;10.26;5612;1
72;24.56;6798;1
9;11.15;9014;3
32;24.24;9299;1
78;28.66;8348;6
63;13.26;2685;7
93;12.24;8561;2
10;25.27;8276;4
21;21.82;3658;2
48;11.04;1071;3
63;18.42;6375;3
21;27.75;4976;7
85;18.17;8229;9
30;24.46;5217;6
71;11.47;4125;5
4;14.32;2255;8
43;19.94;1974;4
55;21.64;2780;3
56;18.43;3006;6
78;16.79;6583;2
50;21.24;3730;8
47;14.77;5389;5
22;28.27;9712;10
47;14.61;2953;6
57;14.92;8636;2
1;29.21;5002;7
5;28.7;5322;5
9;19.15;1820;0
34;20.02;7651;3
8;11.57;4557;4
60;26.71;7591;5
1;18.25;9575;1
49;14.02;3748;3
40;23.38;1396;5
43;21.28;6160;4
38;22.66;8061;10
52;11.54;2256;3
58;16.83;8986;6
15;22.71;9170;7
1;14.67;1612;1
18;27.06;6873;3
89;22.02;4420;8
33;24.22;7785;2
17;19.58;1139;7
96;15.91;7833;6
20;21.26;4199;5
67;20.1;7130;8
81;16.53;3746;5
12;14.31;2731;4
65;24.99;2806;7
9;18.2;2136;1
75;14.06;8378;7
83;26.8;9513;7
46;23.65;3564;1
99;14.91;1795;4
31;27.99;9012;2
84;28.54;4127;1
49;15.18;2275;2
47;27.47;7328;9
87;14.08;5873;6
25;30.17;3329;8
93;13.52;9147;8
75;25.87;2760;6
86;18.07;3199;6
80;26.4;9150;7
74;27.73;5509;4
50;26.97;7405;6
70;28.41;7025;10
29;28.24;8530;9
23;22.03;1803;3
44;25.25;5766;3
23;25.4;9514;9
51;20.99;5602;6
38;14.55;3371;6
72;22.78;2338;7
99;27.01;9319;8
23;26.73;1146;1
31;10.04;5521;6
71;21.85;7828;4
2;16.13;9482;8
84;29.73;4694;1
44;29.1;4375;3
52;11.76;6278;4
55;11.53;6364;5
96;27.29;2803;3
92;13.56;1016;6
89;23.31;6609;8
18;20.15;1111;7
66;27.47;4981;8
61;17.34;3403;0
86;30.46;3059;10
93;28.19;2165;6
76;25.28;9781;4
41;21.35;3581;1
79;24.65;2047;1
84;20.49;5293;8
67;30.79;3548;1
14;13.02;6677;2
16;20.31;2942;4
39;17.77;9665;0
30;12.69;5332;10
72;25.78;8174;1
72;23.03;9232;9
42;16.07;2462;9
52;19.68;9455;1
96;23.18;4978;1
46;12.97;2623;10
3;28.03;6520;6
78;28.41;1243;10
63;16.0;8766;5
83;16.82;1529;5
87;26.57;6506;6
15;11.28;5419;2
10;23.92;3118;8
87;27.06;1483;9
34;11.18;1135;9
52;24.67;9649;3
30;18.29;1938;1
58;30.84;8956;4
33;18.7;5918;8
38;13.09;1757;0
27;24.38;6656;5
18;12.03;2084;0
81;25.76;1945;5
59;11.78;8095;8
98;15.71;1720;8
59;20.97;2809;1
90;26.6;6207;6
79;23.24;2572;4
77;30.98;1869;7
82;28.34;3926;9
90;23.66;6949;4
84;19.11;5850;3
6;19.96;2692;2
64;14.84;7541;8
71;25.51;2557;2
82;15.11;1192;6
66;16.99;9974;7
2;12.86;8444;5
26;20.49;4488;5
13;19.28;4474;2
33;22.52;8325;9
99;26.96;7884;5
28;20.77;8726;2
10;11.21;4858;9
6;23.21;8595;3
20;11.51;8261;2
14;19.11;3281;5
77;25.67;5626;8
45;14.05;7575;7
90;20.95;2226;7
3;15.98;7214;9
8;15.22;7666;3
87;12.03;8483;2
66;18.24;5688;1
12;22.46;1708;1
28;27.15;3132;4
75;29.96;7731;8
44;24.06;4238;6
17;28.43;9663;4
84;12.41;1749;6
60;20.66;6487;2
48;29.1;6476;8
5;30.61;4338;3
38;11.99;4295;8
21;12.37;6509;3
49;16.04;1751;4
73;25.82;2515;4
25;17.17;8722;7
52;25.62;3774;5
68;17.74;6815;3
20;22.12;4714;0
15;18.18;8461;0
73;13.18;2392;3
8;12.08;7879;1
87;15.18;2923;4
28;20.89;5365;2
5;22.54;8296;7
67;21.0;9587;7
79;24.55;6385;2
59;20.81;5831;4
66;24.47;7231;10
90;25.16;6396;1
49;11.08;8904;2
61;29.07;4567;10
38;27.11;3514;1
88;19.85;6867;0
60;22.32;1190;5
30;13.85;5527;6
51;24.13;7088;6
8;12.54;7365;6
2;30.06;5747;0
51;19.66;3508;5
36;18.4;9362;6
68;14.57;9671;4
98;16.78;3785;2
47;13.12;2901;3
0;26.75;6328;6
29;16.59;6007;1
53;27.34;1674;8
90;11.63;6105;7
65;13.29;1473;4
54;21.13;7962;3
2;28.49;7431;2
11;22.48;3102;1
31;13.72;1967;2
93;16.81;6837;6
99;27.72;2743;2
73;12.87;2693;2
7;20.28;3644;1
49;30.85;4897;3
99;20.82;5023;6
50;26.36;1888;8
58;15.64;5264;4
78;18.1;5031;6
88;30.84;8005;5
58;15.25;5968;1
27;19.48;2559;2
72;17.36;8327;6
5;17.75;3372;2
97;29.41;4692;6
68;10.95;2568;7
70;18.32;6054;9
4;26.54;6915;8
49;15.97;8176;10
58;10.86;8756;1
53;11.69;6554;4
19;16.96;3739;3
83;17.54;2930;10
19;18.77;8413;3
72;23.04;2542;8
67;15.65;5987;6
12;23.2;3548;6
16;25.75;2847;0
51;14.74;9325;2
44;13.1;2617;0
63;29.1;6570;4
71;29.09;3858;9
32;23.63;7419;8
71;14.82;3700;6
2;24.86;3992;6
41;17.62;9991;3
92;19.89;1087;5
28;26.41;3762;5
62;21.4;6944;8
31;22.09;3088;7
96;22.51;8279;0
38;24.83;3657;5
31;25.77;3028;4
56;10.05;5610;10
36;19.98;4488;2
38;10.53;5476;9
47;15.36;4810;3
35;13.82;5257;5
89;21.68;5011;2
2;24.92;2992;5
48;27.01;4979;10
55;19.0;3361;8
72;19.39;2126;3
52;17.53;8139;3
27;14.58;4665;10
44;23.04;2578;9
17;16.53;4674;4
16;14.58;1027;5
51;10.45;2410;3
22;22.34;1353;9
31;30.51;4552;6
80;11.26;5991;3
74;13.46;2312;4
71;22.4;8675;6
95;15.86;9621;7
82;18.41;1178;3
23;12.69;9814;8
65;18.56;2620;5
29;12.39;3518;2
5;21.91;8165;0
72;10.76;1670;1
33;20.75;8173;7
5;25.18;7880;6
10;12.39;6116;2
92;15.06;9553;5
79;27.8;1840;2
32;24.62;8481;2
60;11.81;7970;7
89;28.29;6839;9
27;24.82;7543;4
73;14.23;1776;4
0;23.25;6169;3
15;28.06;8043;3
37;14.11;1301;10
49;29.54;4355;7
16;19.54;8419;7
74;29.85;7415;6
31;27.11;7198;8
70;15.78;2809;0
49;23.21;5983;1
91;12.9;4198;0
1;22.94;2128;1
49;14.61;1506;7
2;15.2;5016;8
82;13.52;2048;8
26;19.97;2838;5
47;19.65;1777;10
83;18.91;8429;3
91;18.37;5111;5
63;29.9;6745;6
1;15.09;7010;0
54;13.01;6788;1
19;25.09;6262;9
53;15.01;7044;5
83;19.01;4157;5
14;19.6;9756;9
25;28.93;8001;6
5;25.78;5599;7
40;15.94;7150;7
81;21.11;5562;1
18;29.78;8515;1
85;25.74;1122;4
68;19.93;4726;0
21;10.57;6007;9
21;28.08;2394;9
90;22.77;2131;6
63;27.0;6167;4
62;17.62;1505;5
32;20.24;9513;3
28;13.44;6199;10
7;14.12;9440;9
61;15.87;1665;5
42;24.93;1567;4
75;24.0;3990;7
38;16.4;4262;8
62;16.0;3899;9
63;24.77;9774;7
48;27.28;3569;5
46;20.0;5559;6
97;19.24;2570;4
13;23.05;4232;10
48;19.27;7509;9
53;17.18;4848;1
81;30.56;7177;8
4;15.76;8440;2
23;13.69;1282;2
27;24.01;6022;5
56;16.28;2071;10
89;15.61;3478;7
94;28.09;2423;8
76;29.27;6049;5
20;26.32;5207;9
16;12.46;4344;6
14;30.04;3996;8
70;11.07;6076;6
12;29.92;5434;5
35;27.68;6957;6
80;21.87;5834;2
52;10.58;3451;2
79;21.05;7818;10
21;20.92;8317;7
73;22.46;3067;9
73;21.46;5148;5
95;26.13;2499;7
40;16.84;5325;2
69;19.51;8437;5
16;20.47;4105;6
73;24.61;5588;9
31;21.23;3760;6
63;29.01;4896;5
45;23.77;3974;9
18;23.81;5591;2
47;10.05;5927;8
64;20.09;3989;3
37;11.36;6776;10
79;25.51;8876;4
91;22.98;8450;3
12;10.05;7523;0
54;24.24;3973;9
40;21.0;8670;1
21;14.73;5739;6
62;24.88;3023;1
82;24.69;2445;5
6;24.71;8098;3
53;21.0;3608;9
86;19.85;6471;5
14;13.29;8876;8
42;10.36;2746;7
27;19.12;2556;2
49;22.63;3826;7
8;14.06;4059;8
89;11.72;8269;5
74;19.33;9209;4
95;26.5;2840;10
82;22.3;1598;6
40;20.82;2531;3
44;18.85;8426;4
13;22.06;1650;9
81;30.62;6533;1
5;29.87;2777;2
38;18.43;8551;4
13;10.02;4656;5
90;17.61;4366;8
14;17.53;3346;6
99;27.83;2344;4
79;26.58;9189;0
14;14.75;3001;0
25;15.94;3417;2
7;28.68;1061;5
33;23.76;3461;5
100;30.89;6096;10
66;17.08;3284;3
30;10.33;2190;9
75;14.37;7297;2
36;13.0;3317;1
78;22.93;9677;6
87;26.07;3364;5
40;30.0;7159;5
81;21.57;9015;10
100;18.9;9610;7
65;28.31;3914;6
20;28.55;5953;7
82;22.18;9803;2
47;28.13;7267;6
35;18.19;7596;2
14;13.84;3114;1
14;17.73;5545;8
33;25.99;2423;7
39;16.06;3975;2
37;20.75;8487;3
11;27.87;4256;6
89;19.47;4900;5
73;10.47;4965;2
56;18.37;4488;1
21;10.07;2418;5
23;28.83;8560;2
27;22.0;6033;3
92;14.81;5047;2
47;26.96;9193;10
79;24.05;1329;5
40;19.62;2565;4
38;16.96;8843;2
18;19.21;2061;4
31;15.59;6759;4
1;14.83;2886;6
55;23.85;4317;3
44;13.68;7356;6
82;15.97;8624;8
65;29.39;6443;5
77;22.01;3980;3
96;21.22;4219;5
99;29.59;6057;8
20;30.83;5654;6
92;14.47;4492;2
78;12.67;7460;3
44;18.43;5708;7
64;14.5;6907;0
40;30.71;3039;7
22;25.45;9829;3
56;21.96;9456;9
37;11.48;3226;2
77;23.27;2490;7
67;12.45;4196;7
14;21.98;2137;10
62;11.93;2095;8
66;18.27;9838;10
